Judul,Artis,Tahun,Era,Genre,Penulis,Lirik,Genius ID,Genius Path,Api Path,Header Image
Untuk Yang Bersama Nya,Mahalini,2025,2020an,Indonesian Pop,Mahalini,"[Lirik ""Untuk Yang Bersamanya""]:newline::newline:[Verse]:newline:Aku berjalan dalam waktu:newline:Tegar berdiri meski membiru:newline:Mencoba kuat tanpa dirimu:newline:Tanpa bahumu, tanpa pelukmu:newline::newline:[Pre-Chorus]:newline:Kau tempat aku mengadu:newline:Tempat 'kuluapkan sedihku:newline:Meski kini kau t'lah pergi jauh:newline:Jujur 'ku masih, ingin bertemu:newline::newline:[Chorus]:newline:Meski ragamu menjauh:newline:Hatimu tinggal bersamaku:newline:Walau lama tak denganmu:newline:Hadirmu masih doaku:newline:'Kuluangkan banyak waktu:newline:Mengingat yang lalu-lalu:newline:Bersinar terang cintamu:newline:Di dalam gelapnya hatiku:newline::newline:[Pre-Chorus]:newline:Kau tempat aku mengadu (Ooh):newline:Tempat 'kuluapkan sedihku:newline:Meski kini kau t'lah pergi jauh (Ooh):newline:Jujur ku masih, ingin bertemu:newline::newline::newline::newline::newline:[Chorus]:newline:Meski ragamu menjauh (Ragaku):newline:Hatimu tinggal bersamaku (Menjauh):newline:Walau lama tak denganmu:newline:Hadirmu masih doaku:newline:'Kuluangkan banyak waktu:newline:Mengingat yang lalu-lalu:newline:Bersinar terang cintamu:newline:Di dalam gelapnya hatiku:newline::newline:[Bridge]:newline:Berat langkah ini sungguh berat sеmua tanpamu:newline:Biar ku kenang (Dalam) dalam cinta (Cinta) besarnya kasihmu:newline:(Kasihmu cinta) Ooh-woah:newline::newline:[Chorus]:newline:Meski ragamu mеnjauh:newline:Hatimu tinggal bersamaku:newline:Walau lama tak denganmu (Tak denganmu):newline:Hadirmu masih doaku:newline:'Kuluangkan banyak waktu ('Kuluangkan banyak waktu):newline:Mengingat yang lalu-lalu:newline:Bersinar terang cintamu (Cintamu):newline:Di dalam gelapnya hatiku (Ooh):newline::newline:[Outro]:newline:Bersinar terang cintamu:newline:Di dalam gelapnya hatiku",12623433,/Mahalini-untuk-yang-bersama-nya-lyrics,/songs/12623433,https://images.genius.com/e54d9ab733735e6e5f6de7682b4cc980.1000x1000x1.png
Rindu Dalam Hati,Arsy Widianto,2020,2020an,Indonesian Pop,Arsy Widianto,"[Verse 1: Arsy]:newline:Kadang hati:newline:Berharap ku terbangun:newline:Dari sebuah mimpi:newline:Ini bukan kenyataan:newline:Namun adanya tak ada di sini:newline:Kau meninggalkanku:newline:Karena kesalahanku:newline::newline:[Chorus: Arsy]:newline:Mungkin ingin bertemu masih ada:newline:Ingin memeluk masih ada:newline:Sayang kini tak bisa:newline:Kau telah memilihnya:newline:Mungkin saat hatiku masih sayang:newline:Salahku memutus cinta:newline:Kini ku menyesal:newline:Rindu hanya di dalam hati:newline::newline:[Verse 2: Jodie]:newline:Andaikan aku tak tergesa:newline:Memutuskanmu karena egoku:newline:Hati ini tak akan begini:newline:Setiap ingat dirimu:newline:Rasanya ingin kembali:newline::newline::newline::newline::newline:[Chorus: Jodie]:newline:Mungkin ingin bertemu masih ada:newline:Ingin memeluk masih ada:newline:Sayang kini tak bisa:newline:Kau telah memilihnya:newline:Mungkin saat hatiku masih sayang:newline:Salahku memutus cinta:newline:Dan kini ku menyesal:newline:Rindu hanya di dalam hati:newline::newline:[Bridge: Arsy, Jodie, Both]:newline:Ingin memutar waktu:newline:Ingin mengulang lagi:newline:Aku tak bisa berpaling lagi:newline:Begitu juga aku:newline:Jauh di relung hati:newline:Sungguh tak mampu:newline:'Tuk berpindah cinta:newline::newline:[Chorus: Arsy, Jodie, Both]:newline:Mungkin ingin bertemu masih ada:newline:Ingin memeluk masih ada:newline:Sayang kini tak bisa:newline:Kau telah memilihnya:newline:Mungkin saat hatiku masih sayang:newline:Salahku memutus cinta:newline:Dan kini ku menyesal:newline:Rindu hanya di dalam hati:newline:Sayang kini tak bisa:newline:Kau telah memilihnya:newline:Mungkin saat hatiku masih sayang:newline:Salahku memutus cinta:newline:Dan kini ku menyesal:newline:Rindu hanya di dalam hati:newline:[Outro: Arsy, Jodie, Both]:newline:Rindu hanya di dalam hati:newline:Di hati kau tetap terindah:newline:Selalu di hati",5179777,/Arsy-widianto-rindu-dalam-hati-lyrics,/songs/5179777,https://images.genius.com/8c5bb2b0ed2b2a07a11b6a2a530943fe.640x640x1.jpg
Bahaya,Arsy Widianto,2021,2020an,Indonesian Pop,Arsy Widianto,"[Lirik ""Bahaya""]:newline::newline:Sebenarnya aku ingin dekatmu:newline:Namun ku sadari ku tak bisa:newline:Tak boleh ku disini:newline:Bahaya ku makin cinta:newline::newline:Ku tak ingin jauh:newline:Tak ingin berpisah:newline:Mengapa semua selalu indah:newline:Saat dengan mu:newline:Sayang untuk di akhiri:newline::newline:Andai kau bisa mengerti:newline:Betapa beratnya aku:newline:Harus aku tetap tersenyum:newline:Padahal hatiku terluka:newline::newline:Adakah arti cinta ini:newline:Bila ku tak jadi denganmu:newline:Jika memang ku harus pergi:newline:Yakin lah hatiku kamu:newline::newline:Bukankah semesta yang pertemukan kita:newline:Harus kah ku sampaikan pada bintang:newline:Mengapa bukan kamu:newline:Yang memiliki aku:newline::newline::newline::newline::newline:Andai kau bisa mengerti:newline:Betapa beratnya aku:newline:Harus aku tetap tersenyum:newline:Padahal hatiku terluka:newline::newline:Adakah arti cinta ini:newline:Bila ku tak jadi denganmu:newline:Jika memang ku harus pergi:newline:Yakin lah hatiku kamu:newline::newline:Mengapa cinta pertemukan:newline:Bila akhirnya di pisahkan:newline:Dan mengapa ku jatuh cinta:newline:Pada cinta yang tak jatuh pada ku:newline::newline:Harus aku tetap tersenyum:newline:Padahal hatiku terluka:newline:Adakah arti cinta ini:newline:Bila ku tak jadi denganmu:newline:Jika memang ku harus pergi:newline:Yakin lah hatiku kamu:newline:Kamu...:newline::newline:Harus aku tetap tersenyum:newline:Padahal hatiku terluka:newline:Adakah arti cinta ini:newline:Bila ku tak jadi denganmu:newline:Jika memang ku harus pergi:newline:Yakin lah hatiku kamu:newline::newline::newline::newline::newline:Yaki lah cinta untukmu",6554965,/Arsy-widianto-and-tiara-andini-bahaya-lyrics,/songs/6554965,https://images.genius.com/09104525ca6f5fece1738306c9504442.1000x1000x1.jpg
Dari planet lain,Sal Priadi,2024,2020an,Indonesian Indie,Sal Priadi,"[Lirik ""Dari planet lain""]:newline::newline:[Chorus]:newline:Sepertinya kau memang dari planet yang lain:newline:Dikirim ke Bumi untuk orang-orang sepertiku:newline:Sepertinya kau memang dari planet yang jauh:newline:Dikirim ke Bumi untuk datang menemani aku:newline::newline:[Verse 1]:newline:Yang kalau ditanya apa bentuk cinta aku juga bingung jawabnya:newline:Enggak tahu gimana:newline:Menyimpan banyak tanya tentang cinta, aku bingung carinya di mana:newline:Tanya ke siapa:newline::newline:[Pre-Chorus]:newline:Lalu datang kau yang unik, kau temani aku jalan pelan:newline:Berdampingan, tidak buru-buru, gandeng tangan:newline:Aku pernah kehilangan, ketakutan lalu kau terangkan:newline:Bahwa itulah bagian:newline:Dari cara hidup berpasangan:newline::newline:[Chorus]:newline:Kau memang dari planet-planet yang lain:newline:Kuyakin:newline:Dikirim ke Bumi:newline:Untuk orang-orang sepertiku:newline::newline::newline::newline::newline:[Outro]:newline:Holy moly:newline:Kau dikirim ke bumi untuk orang-orang sepertiku",10138529,/Sal-priadi-dari-planet-lain-lyrics,/songs/10138529,https://images.genius.com/42566edad00ee3c76f433ea5634bbd0a.1000x1000x1.png
Gala bunga matahari,Sal Priadi,2024,2020an,Indonesian Indie,Sal Priadi,"[Chorus]:newline:Mungkinkah? Mungkinkah? Mungkinkah:newline:Kau mampir hari ini?:newline:Bila tidak, mirip kau jadilah bunga matahari:newline:Yang tiba-tiba mekar di taman:newline:Meski bicara dengan bahasa tumbuhan:newline:Ceritakan padaku:newline:Bagaimana tempat tinggalmu yang baru?:newline::newline:[Verse]:newline:Adakah sungai-sungai itu benar-benar dilintasi dengan air susu?:newline:Juga badanmu tak sakit-sakit lagi?:newline:Kau dan orang-orang di sana muda lagi?:newline:Semua pertanyaan, temukan jawaban:newline:Hati yang gembira, sering kau tertawa:newline:Benarkah orang bilang ia memang suka bercanda?:newline::newline:[Chorus]:newline:Mungkinkah? Mungkinkah? Mungkinkah:newline:Kau mampir hari ini?:newline:Bila tidak, mirip kau jadilah bunga matahari:newline:Yang tiba-tiba mekar di taman:newline:Meski bicara dengan bahasa tumbuhan:newline:'Kan kuceritakan padamu:newline:Bagaimana hidupku tanpamu:newline::newline::newline::newline::newline:[Post-Chorus]:newline:Kangennya masih ada di setiap waktu:newline:Kadang aku menangis bila aku perlu:newline:Tapi aku sekarang sudah lebih lucu:newline:Jadilah menyenangkan seperti katamu:newline:Jalani hidup dengan penuh suka cita:newline:Dan percaya kau ada di hatiku selamanya, oh:newline::newline:[Chorus]:newline:Mungkinkah? Mungkinkah? Mungkinkah:newline:Kau mampir hari ini?:newline:Bila tidak, mirip kau jadilah bunga matahari:newline:Mungkinkah? Mungkinkah? Mungkinkah:newline:Kau mampir hari ini?:newline:Bila tidak sekarang, janji kita pasti 'kan bertemu lagi",10245955,/Sal-priadi-gala-bunga-matahari-lyrics,/songs/10245955,https://images.genius.com/42566edad00ee3c76f433ea5634bbd0a.1000x1000x1.png
Kita usahakan rumah itu,Sal Priadi,2022,2020an,Indonesian Indie,Sal Priadi,"[Lirik ""Kita usahakan rumah itu""]:newline::newline:[Verse 1]:newline:Kita usahakan rumah itu:newline:Dari depan akan tampak sederhana:newline:Tapi kebunnya luas, tanamannya mewah, megah:newline:Kita usahakan rumah itu:newline:Dari depan akan tampak sederhana:newline:Tapi dibuat kuat, dirancang muat, lega:newline::newline:[Pre-Chorus]:newline:Urusan perabotan dan wangi-wangian:newline:Kuserahkan pada seleramu yang lebih maju:newline:Tapi tata ruang aku ikut pertimbangkan:newline:Karena kalau nanti kita punya kesibukan:newline::newline:[Chorus]:newline:Malam tetap kumpul di meja:newline:Panjang ruang makan kita:newline:Berbincang tentang hari yang panjang:newline::newline:[Verse 2]:newline:Kita usahakan rumah itu:newline:Dari depan akan tampak sederhana:newline:Tapi penerangannya dirancang begitu romantis:newline::newline::newline::newline::newline:[Pre-Chorus]:newline:Urusan perabotan dan wangi-wangian:newline:Kuserahkan pada seleramu yang lebih maju:newline:Tapi tata ruang aku ikut pertimbangkan:newline:Karena kalau nanti kita punya kesibukan:newline::newline:[Chorus]:newline:Malam tetap kumpul di meja:newline:Panjang ruang makan kita:newline:Berbincang tentang hari yang panjang:newline::newline:[Bridge]:newline:Boleh kamu keliling dunia dan:newline:Temukan banyak tempat-tempat untuk singgah:newline:Sementara:newline:Kamu boleh namai itu rumah:newline:Selama ada mereka yang kamu cinta:newline:Di dalamnya:newline::newline:[Outro]:newline:Kita usahakan rumah itu",7803544,/Sal-priadi-kita-usahakan-rumah-itu-lyrics,/songs/7803544,https://images.genius.com/7f890e22376dd77f45476ab89304fefe.1000x1000x1.png
Ada titik-titik di ujung doa,Sal Priadi,2024,2020an,Indonesian Indie,Sal Priadi,"[Chorus]:newline:Ada titik-titik di ujung doa:newline:Doa keselamatan penutup malam yang harus diisi nama:newline:Maka kuisi dengan namamu:newline:Nama lengkapmu, hurufnya kuhias berjuta warna:newline::newline:[Verse 1]:newline:Sebisanya aku gambarkan juga bunga-bunga:newline:Lengkap dengan kupu-kupu terbang di sekitarnya:newline::newline:Aku mencoba gambarkan juga:newline:Bentuk wajahmu meski yang kuingat matamu saja:newline:Kalau jelek, kamu jelas gak boleh marah-marah:newline:Kapan terakhir bertemu, bahkan ku sudah lupa:newline::newline:[Chorus]:newline:Ada titik-titik di ujung doa-doa keselamatan penutup malam:newline:Kuisi dengan namamu:newline:Kucoba memaafkanmu selalu:newline:Kalau di situ ada salahku, maafkanku juga:newline::newline:[Guitar Solo]:newline::newline:[Verse 2]:newline:Kini rasanya sulit sekali:newline:Ingat hatiku dihancurkan jadi berkeping-keping:newline:Kali ini aku coba merakitnya lagi:newline:Meski kalau diamati agak aneh bentuknya:newline::newline::newline::newline::newline:[Chorus]:newline:Ada titik-titik di ujung doa-doa keselamatan penutup malam:newline:Kuisi dengan namamu:newline:Kucoba memaafkanmu selalu:newline:Kalau di situ ada salahku, maafkanku juga:newline::newline:Ada titik-titik di ujung doa-doa:newline:Selamat pеnutup malam:newline:Kuisi dengan namamu:newline:Kucoba memaafkanmu selalu:newline:Tеrselipkah aku di sana?:newline:Di doa-doamu juga:newline::newline:[Outro]:newline:Di manapun kau kini berada:newline:Ada titik-titik",10245951,/Sal-priadi-ada-titik-titik-di-ujung-doa-lyrics,/songs/10245951,https://images.genius.com/42566edad00ee3c76f433ea5634bbd0a.1000x1000x1.png
Besok kita pergi makan,Sal Priadi,2023,2020an,Indonesian Indie,Sal Priadi,"[Lirik ""Besok Kita Pergi Makan""]:newline::newline:[Verse 1]:newline:Ayo, ayo, ayo, besok kita pergi makan:newline:Hadiah tak seberapa dariku kar'na kamu super membanggakan:newline:Ayo pergi ke tempat langganan, disajikannya menu-menu andalan:newline:Untukmu yang juara satu, idolaku selalu, di mata, hati, telingaku:newline::newline:[Verse 2]:newline:Ayo, ayo, ayo, besok kita pergi makan:newline:Hadiah tak seberapa dariku, kar'na kamu super membanggakan:newline:Setelah perjalanan panjangmu yang pasti melelahkan itu:newline:Letakkan sebentar kalau ada beban, kita senang-senang, makan-makan:newline::newline:[Bridge]:newline:T'rima kasih, kutahu kau bekerja sangat keras:newline:Lelahmu kebaikan yang sangat deras:newline:Hatimu kau serahkan banyak di sana:newline:Tapi hatimu punya orang rumah juga:newline:Sisakan untuk kami, sisa berapa pun juga tak apa:newline:Diterima:newline::newline:[Interlude]:newline::newline:[Bridge]:newline:Sisakan untuk kami, sisa berapa pun juga tak apa:newline:Diterima:newline::newline::newline::newline::newline:[Chorus]:newline:Ayo, ayo, ayo, besok kita pergi makan:newline:Hadiah tak seberapa dariku, kar'na kamu s'lalu membahagiakan:newline::newline:[Outro]:newline:Ayo:newline:Besok kita pergi makan",9138572,/Sal-priadi-besok-kita-pergi-makan-lyrics,/songs/9138572,https://images.genius.com/88afd864b2cf6f4d4ab6cd9b5259cbcd.1000x1000x1.png
penjaga hati,Nadhif Basalamah,2023,2020an,Malay,Nadhif Basalamah,"[Lirik ""penjaga hati""]:newline::newline:[Verse 1]:newline:Tak sadar ku temukan:newline:Temukan wanita rupawan yang sadarkan:newline:Dia seorang tiada lain, tiada bukan:newline:Hanya dia:newline::newline:[Verse 2]:newline:Dia buatku nyaman:newline:Dalam hangat pelukan:newline:Dia perasa yang mengerti yang ku rasa:newline:Hanya dia:newline::newline:[Chorus]:newline:Kan kuarungi tujuh laut samudra:newline:Kan kudaki pegunungan Himalaya:newline:Apapun 'kan kulakukan ’tuk dirimu, sayang:newline:Oh, penjaga hati:newline::newline:[Verse 3]:newline:Kau dan aku sempurna:newline:Semoga ada cara 'tuk terus bersama:newline:Selalu ku tunggu, tak mau berlalu:newline:Kau dan aku:newline::newline::newline::newline::newline:[Chorus]:newline:Kan kuarungi tujuh laut samudra:newline:Kan kudaki pegunungan Himalaya:newline:Apapun 'kan kulakukan ’tuk dirimu, sayang:newline:Oh, penjaga hatiku:newline:Woah-oh:newline::newline:[Guitar Break]:newline::newline:[Chorus]:newline:Kan kuarungi tujuh laut samudra:newline:Kan kudaki pegunungan Himalaya:newline:Apapun 'kan kulakukan 'tuk dirimu, sayang:newline:Oh, penjaga hatiku:newline:Woah-oh:newline:Karena bersamamu semua terasa indah:newline:Gundah gulana hatiku t'lah hancur sirna:newline:Janjiku tak akan kulepas wahai kau bidadariku dari surga:newline:Tuk s'lamanya:newline:Tuk s'lamanya:newline:Tuk s'lamanya",9644553,/Nadhif-basalamah-penjaga-hati-lyrics,/songs/9644553,https://images.genius.com/98e5fb06cfdb1270d2c59dc11d8a002c.1000x1000x1.png
Dalam Diam,RYO,2024,2020an,Hipdut,RYO,Ku rayakan keheningan:newline:Hanya dalam diam ku bisa rasakan:newline:Suara alam yang menghelakan nafasnya:newline::newline:Terdengar begitu lega:newline::newline:Rumahku bumiku:newline:Aku hentikan semua untukmu:newline:Semua untukmu:newline:Saat dunia mengejar mimpi:newline:Hanya kita saja yang berani berhenti:newline:Tak ada salahnya berbuat tuk pertiwi:newline:Yang merasakannya kita:newline::newline:Rumahku bumiku:newline:Aku hentikan semua untukmu:newline:Langkah langkahku sinar cahaya dan suara,3406817,/Zat-kimia-dalam-diam-lyrics,/songs/3406817,https://images.genius.com/351a7968c87ef93673c9eabee46d354e.948x948x1.jpg
Nyala,Sal Priadi,2020,2020an,Indonesian Indie,Sal Priadi,"Lirik ""Nyala"":newline::newline:[Verse 1]:newline:Kubawakan, kubawakan:newline:Kau nyala api:newline:Tiuplah, tiuplah:newline:Mati kembali:newline:Mari kita rayakan cemburu:newline:Yang sedang ganas-ganasnya menyerang:newline:Tepat di ulu hatimu:newline::newline:[Verse 2]:newline:Beri juga, beri juga:newline:Tepuk tangan yang riuh:newline:Untuk dia, untuk dia:newline:Yang memilih menjauh:newline:Bergegas, berkemas, berlayar:newline:Dari tangisanmu yang mulai membandang:newline:Saat kau sedang sayang-sayangnya:newline:Di bawah bulan yang bulat sempurna:newline:Kau mintaku bersaksi:newline::newline:[Chorus]:newline:Aku ingin jadi jantungmu:newline:Dan berhenti semauku:newline:Agar kau tahu:newline:Rasanya hampir mati ditikam:newline:Patah hati:newline:Aku ingin jadi jantungmu:newline:Dan berhenti semauku:newline:Agar kau tahu:newline:Rasanya hampir mati ditikam:newline:Patah hati:newline:Aku ingin jadi jantungmu:newline:Dan berhenti semauku:newline:Agar kau tahu:newline:Rasanya hampir mati ditikam:newline:Patah hati:newline::newline::newline::newline::newline:[Bridge]:newline:Dengarlah tidak kau suara itu:newline:Dengarlah tidak kau suara itu:newline:Dengarlah tidak kau suara itu:newline:Dengarlah tidak kau suara itu:newline::newline:[Outro]:newline:Itu suara retaknya nyawaku",5199574,/Sal-priadi-nyala-lyrics,/songs/5199574,https://images.genius.com/36615fc07a996e4b2d6e2d84bdc1d7ea.1000x1000x1.png
Politrik,.Feast,2024,2020an,Indonesian Indie,.Feast,"[Lirik ""Politrik""]:newline::newline:[Verse 1]:newline:Hari ini kau belanja topik:newline:Cari-cari debat paling berisik:newline:Jalan jinjit di tepi jurang menukik:newline:Bungkus kritik dangkal dengan cantik:newline::newline:[Pre-Chorus]:newline:Trik trik trik positioning:newline:Trik trik trik trik marketing:newline:Trik trik trik trik trik branding:newline:Semua kau sikat miring:newline::newline:[Chorus]:newline:Santai saja lihatnya kawan:newline:Palingan ya hanya jualan:newline:Berita jadi uang makan:newline:Derita jadi uang jajan:newline:Aku pernah di situ kawan:newline:Muak dianggap hanya jualan:newline:Menjalankannya jadi beban:newline:Sulit imbangi perkataan:newline::newline:[Bridge]:newline:Trik paling jitu (Po):newline:Angkat topik tabu (Li):newline:Tarik pendengar lugu (Trik):newline:Lalu jualan baju:newline::newline::newline::newline::newline:[Verse 2]:newline:Besok pagi kau menuai kritik:newline:Berbagai grup di ponsel mulai berisik:newline:Berusaha tenang namun kau mulai panik:newline:Tapi tertawa saat angka jadi cantik:newline::newline:[Pre-Chorus]:newline:Trik trik trik positioning (positioning):newline:Trik trik trik trik marketing (marketing):newline:Trik trik trik trik trik branding:newline:Semua kau sikat miring:newline::newline:[Chorus]:newline:Santai saja lihatnya kawan:newline:Palingan ya hanya jualan:newline:Berita jadi uang makan:newline:Derita jadi uang jajan:newline:Aku pernah di situ kawan:newline:Muak dianggap hanya jualan:newline:Menjalankannya jadi beban:newline:Sulit imbangi perkataan:newline:Santai saja lihatnya kawan:newline:Palingan ya kejar setoran:newline:Kontrak dengan label rekaman:newline:Incar liputan masuk koran:newline:Aku pernah di situ kawan:newline:Formula ampuh berjualan:newline:Seakan tangkap semangat zaman:newline:Pakai busana yang terdepan:newline::newline::newline::newline::newline:[Bridge]:newline:Trik paling jitu:newline:Angkat topik tabu:newline:Tarik pendengar lugu:newline:Lalu jualan baju:newline::newline:[Chorus]:newline:Trik trik trik positioning:newline:Trik trik trik trik marketing:newline:Trik trik trik trik trik branding:newline:Semua kau sikat miring:newline:Trik trik trik positioning:newline:Trik trik trik trik marketing:newline:Trik trik trik trik trik branding:newline:Semua kau sikat miring:newline::newline:[Outro]:newline:Po, li, trik",10348882,/Feast-politrik-lyrics,/songs/10348882,https://images.genius.com/533bb3087e10ba78121a9be33168f129.1000x1000x1.png
"o,Tuan",.Feast,2024,2020an,Indonesian Indie,.Feast,"[Lirik “o,Tuan”]:newline: :newline:[Verse 1]:newline:Oh jelas aku tahu, bunga akan layu:newline:Rumput kian mengering, daun kan menguning:newline:Kau tahu menurutku waktu adalah:newline:Kutukan, ancaman, bualan:newline: :newline:[Pre-Chorus]:newline:Dan satu per satu orang sekitarku:newline:Mulai ditinggalkan, oh ini peringatan:newline: :newline:[Chorus]:newline:Untukku, o Tuan, wahai Kematian:newline:Ku tak bisa melawan jamah perhentian:newline:Berjanji kuikhlaskan dengan rela:newline:Namun jangan hari ini:newline: :newline:[Verse 2]:newline:Melihatmu masuk ke dalam ruang operasi:newline:Berdoa semalam suntuk di kamar yang hening:newline:Tanpa metafora dan analogi:newline:Kiasan berbelit diksi, tanpa berbungkus fiksi:newline:Aku takut:newline: :newline:[Chorus]:newline:Untuknya, o Tuan, wahai Kematian:newline:Ku tak bisa melawan jamah perhentian:newline:Berjanji kuikhlaskan dengan rela:newline:Namun jangan hari ini:newline: :newline:[Instrumental]:newline: :newline:[Bridge]:newline:Kurelakan, o Tuan:newline:Kurelakan, namun jangan hari ini:newline:Kurelakan, o Tuan:newline:Kurelakan, namun jangan hari ini:newline:Kurelakan, o Tuan:newline:Kurelakan, namun jangan hari ini:newline:Namun jangan hari ini:newline: :newline:[Instrumental]",10715275,/Feast-otuan-lyrics,/songs/10715275,https://images.genius.com/2c8b2fbf2893359b1847566d2500a5fc.1000x1000x1.png
Tarot,.Feast,2024,2020an,Indonesian Indie,.Feast,"[Lirik “Tarot”]:newline: :newline:[Verse 1]:newline:Nama yang sama bertahan:newline:Dalam ruangan hening:newline:Tanpa suara bertahan:newline:Tak bergeming:newline: :newline:[Verse 2]:newline:Terlalu lama bercanda:newline:Kita tak terbiasa:newline:Dengan celaka yang nyata:newline:Diam tak berdaya:newline: :newline:[Chorus]:newline:Namun aku bingung kenapa ku tak pergi:newline:Aku bingung kalian masih di sini:newline:Apa mungkin karena terlalu lama?:newline:Apa benar ‘tuk berbagi derita?:newline:Mungkin nanti semua justru memburuk:newline:Hati-hati, namun terjatuh lagi:newline:Tapi luka adalah niscaya:newline:Kutanggung denganmu selama ku mampu:newline:Selama ku mampu:newline::newline:[Bridge]:newline:Di kehidupan kedua (Di kesempatan kedua):newline:S’moga kau tak terlalu keras kepala:newline:Atau mungkin ini bukan yang pertama (Ini bukan yang pertama):newline:Dan kita diberi kesempatan berubah:newline:Kuyakin nyawa kita bertautan:newline:Khatam berbagai cobaan:newline:Selalu menertawakan ramalan bintang, kartu tarot:newline:Orang pintar pembaca nasib:newline: :newline:[Chorus]:newline:Namun aku bingung kenapa ku tak pergi:newline:Aku bingung kalian masih di sini:newline:Apa mungkin karena terlalu lama?:newline:Apa benar ‘tuk berbagi derita?:newline:Mungkin nanti semua justru memburuk:newline:Hati-hati, namun terjatuh lagi:newline:Tapi luka adalah niscaya:newline:Kutanggung denganmu, selama ku mampu:newline: :newline:[Bridge]:newline:Selama ku mampu:newline:Selalu menertawakan ramalan bintang, kartu tarot:newline:Orang pintar pembaca nasib:newline:Namun:newline: :newline:[Outro]:newline:Padamu kupercaya:newline:Tak masuk logika:newline:Padamu kupercaya:newline:Tak masuk logika (Tak masuk logika):newline:Padamu kupercaya (Padamu kupercaya):newline:Tak masuk logika (Tak masuk logika):newline:Padamu kupercaya (Padamu kupercaya):newline:Tak masuk logika (Tak masuk logika):newline:Padamu kupercaya:newline:Tak masuk logika",10715279,/Feast-tarot-lyrics,/songs/10715279,https://images.genius.com/2c8b2fbf2893359b1847566d2500a5fc.1000x1000x1.png
Nina,.Feast,2024,2020an,Indonesian Indie,.Feast,"[Lirik ""Nina""]:newline::newline:[Verse 1]:newline:Saat engkau tertidur:newline:Aku pergi menghibur:newline:Beda kota pisah raga bukan masalahku:newline:Lihat wajahmu di layar ku tetap bersyukur:newline::newline:[Verse 2]:newline:Saat engkau terjaga:newline:Aku kan ada di sana:newline:Sempatkan bermain dan bawakan cenderamata:newline:Satu sampai lima tahun cepat tak terasa:newline::newline:[Pre-Chorus]:newline:Segala hal kuupayakan untuk:newline:Melindungi:newline:Tunggu aku kembali lagi esok:newline:Pagi:newline::newline:[Chorus]:newline:Tumbuh lebih baik, cari panggilanmu:newline:Jadi lebih baik dibanding diriku:newline:‘Tuk sementara ini aku:newline:Mengembara:newline:Jauh, saat dewasa kau kan mengerti:newline::newline::newline::newline::newline:[Verse 3]:newline:Saat engkau dewasa:newline:Dan aku kian menua:newline:Jika ku berpulang lebih awal, tidak apa:newline:Berjumpa lagi di sana, aku tetap sama:newline::newline:[Verse 4]:newline:Saat engkau teringat:newline:Tengkar kita, manakala:newline:Maaf atas perjalanan yang tidak sempurna:newline:Namun percayalah untukmu kujual dunia:newline::newline:[Pre-Chorus]:newline:Segala hal kuupayakan untuk:newline:Mеlindungi (Untuk melindungi):newline:Tunggu aku kembali lagi esok:newline:Pagi (Sеlalu janjiku pada dirimu):newline::newline:[Chorus]:newline:Tumbuh lebih baik, cari panggilanmu:newline:Jadi lebih baik dibanding diriku:newline:Dan tertawalah saat ini:newline:Selepas-lepasnya:newline:Karena kelak kau kan tersakiti:newline::newline:[Bridge]:newline:Aku tahu kamu hebat namun selamanya diriku pasti berkutat:newline:‘Tuk selalu jauhkanmu dari dunia yang jahat:newline:Ini sumpahku padamu ‘tuk biarkanmu:newline::newline::newline::newline::newline:[Chorus]:newline:Tumbuh lebih baik, cari panggilanmu:newline:Jadi lebih baik dibanding diriku:newline:‘Tuk sementara, kita tertawakan:newline:Berbagai hal yang lucu dan lara:newline:Selepas-lepasnya, saat dewasa kau kan mengerti:newline::newline:[Outro]:newline:Karena kelak kau kan tersakiti:newline:Saat dewasa kau kan mengerti:newline:Karena kelak kau kan tersakiti",10348883,/Feast-nina-lyrics,/songs/10348883,https://images.genius.com/d8bfd4a44fd544233b5d33ac0d00a10d.1000x1000x1.png
