Judul,Artis,Tahun,Era,Genre,Penulis,Lirik,Genius ID,Genius Path,Api Path,Header Image
Cindai,Dato' Sri Siti Nurhaliza,1997,90an,Malay,Dato' Sri Siti Nurhaliza,"[Verse 1]:newline:Cindailah mana tidak berkias:newline:Jalinnya lalu rentah beribu:newline:Bagailah mana hendak berhias:newline:Cerminku retak seribu:newline:Mendendam unggas liar di hutan:newline:Jalan yang tinggal jangan berliku:newline:Tilamku emas cadarnya intan:newline:Berbantal lengan tidurku:newline:Hias cempaka kenanga tepian:newline:Mekarnya kuntum nak idam kumbang:newline:Puas kujaga si bunga impian:newline:Gugurnya sebelum berkembang:newline::newline:[Chorus]:newline:Hendaklah, hendak, hendak kurasa (Aduh sayang):newline:Puncaknya gunung hendak ditawan:newline:Tidaklah, tidak, tidak kudaya (Aduh sayang):newline:Tingginya tidak terlawan:newline:Janganlah, jangan, jangan kuhiba (Aduh sayang):newline:Derita hati jangan dikenang:newline:Bukanlah, bukan, bukan kupinta (Aduh sayang):newline:Merajuk bukan berpanjangan:newline::newline:[Instrumental Break]:newline::newline::newline::newline::newline:[Verse 2]:newline:Akar beringin tidak berbatas:newline:Cuma bersilang paut di tepi:newline:Bidukku lilin layarnya kertas:newline:Seberang laut berapi:newline:Gurindam lagu bergema takbir:newline:Tiung bernyanyi pohonan jati:newline:Bertanam tebu di pinggir bibir:newline:Rebung berduri di hati:newline:Laman memutih pawana menerpa:newline:Langit membiru awan bertali:newline:Bukan dirintih pada siapa:newline:Menunggu sinar kan kembali:newline::newline:[Chorus]:newline:Hendaklah, hendak, hendak kurasa (Aduh sayang):newline:Puncaknya gunung hendak ditawan:newline:Tidaklah, tidak, tidak kudaya (Aduh sayang):newline:Tingginya tidak terlawan:newline:Janganlah, jangan, jangan kuhiba (Aduh sayang):newline:Derita hati jangan dikenang:newline:Bukanlah, bukan, bukan kupinta (Aduh sayang):newline:Merajuk bukan berpanjangan:newline:(Hendaklah, hendak, hendak kau rasa) Aduh sayang:newline:(Puncaknya gunung hendak ditawan):newline:Tidaklah (Tidaklah, tidak, tidak kau daya):newline:Tingginya tidak terlawan:newline:(Janganlah, jangan, jangan kau hiba) Aduh sayang:newline:Derita hati jangan dikenang:newline:Bukanlah (Bukanlah, bukan, bukan kau pinta):newline:Merajuk bukan berpanjangan",1493264,/Dato-sri-siti-nurhaliza-cindai-lyrics,/songs/1493264,https://images.genius.com/1c629f932fef5f0e52005cba4c809a4d.640x640x1.jpg
Koepoe Liarkoe,Slank,1995,90an,Indonesian Rock,Slank,"Walau kutau, tentang kisahmu:newline:Waktu yang lewat, atau engkau kini:newline:Jangan hindari aku, dan jangan kau malu:newline:Kalau cintaku ini, dari hati yang suci:newline::newline:Aku tak peduli, apa kata mereka:newline:Ceritakan segala, caci maki:newline:Buah bibirkan kamu sebagai bunga ranjang:newline:Atau memang kamu cukup liar:newline::newline:Kupu-kupu liarku, terbanglah kepadaku:newline:Hinggaplah dihatiku, hisap sari cintaku:newline:Biar indah tubuhmu, dijamah-dijamah orang-orang:newline:Tapi cinta tulusmu harus jadi milikku",5074848,/Slank-koepoe-liarkoe-lyrics,/songs/5074848,https://images.genius.com/29890348f514208945ddfe3ca6b13cfd.640x640x1.jpg
Aspirasi Putih,Dewa 19,1997,90an,Indonesian Pop,Dewa 19,"Tak tertahan Berdiam diri... sakit:newline:Sementara jiwa meronta:newline:Meratapi penat di kepala:newline:Mulut terbungkam, Tangan terbelenggu:newline:Pikiran terisolasi, Ingin muntahkan:newline:Dan memuntahkan... Kemukakan...:newline::newline:Reff ::newline:Beri kami satu ruang:newline:'Tuk katakan yang benar:newline:Kuburkan yang salah:newline:Biarkan kami tumpahkan:newline:Aspirasi putih kami:newline::newline:S'makin banyak orang pilihan:newline:Yang nyata - nyata s'makin rakus:newline:Bangun istana 'tuk dinastinya:newline:Atas nama rakyat jelata:newline::newline:Tak tertahan Berdiam diri...:newline:Meratapi:newline::newline:Rap ::newline:Disini harusnya ada ruang dimana:newline:Tak ada pedang memotong lidah:newline:Bebas bicara tentang makna:newline:Keadilan, Pembagian kekuasaan:newline:Kemunduran, Partai - partai:newline:Monopoli, Kartel trus dan sebagainya...:newline:Back to Reff :",1608791,/Dewa-19-aspirasi-putih-lyrics,/songs/1608791,https://images.genius.com/510d51230eb2615ca0af778329accd53.1000x1000x1.jpg
Selatan Jakarta,Dewa 19,1997,90an,Indonesian Pop,Dewa 19,"Mengagumi anggunnya:newline:Satu ciptaan ilahi:newline:Tak kuasa mata melawan:newline:Untuk tak sedikit berkedip:newline::newline:Coda::newline:Satu - persatu melintasiku:newline:Dengan sejuta aroma:newline:Tebar pesona sana - sini (sini - sana):newline:Teteskan liur manusia:newline::newline:Sepasang muda - mudi:newline:Dengan sedan mewahnya:newline:Perlahan lewati Mahakam:newline:Mal Pondok Indah yang slalu dituju:newline:Mengukur batas - batas kejayaan:newline:Back to Coda::newline::newline:Reff::newline:Uh... Selatan Jakarta:newline:Daerah hijau terhampar luas:newline:Uh... Selatan Jakarta:newline:Kemapanan ada disana:newline::newline:Tubuh semampai:newline:Bukan barang yang langka:newline:Bertebaran disudut - sudut plaza:newline:Kawasan bergengsi jadi sensasi sensasi:newline:Seolah hidup adalah perlombaan:newline:Back to Coda, Reff::newline::newline::newline::newline::newline:Oppie Sing::newline:Menerawang malam di Kemang:newline:Remaja gaul coba baurkan diri:newline:Melekkah terhadap sgala resah:newline:Yang slalu ada disekitar kita",1452438,/Dewa-19-selatan-jakarta-lyrics,/songs/1452438,https://images.genius.com/510d51230eb2615ca0af778329accd53.1000x1000x1.jpg
Masihkah Ada,Dewa 19,1994,90an,Indonesian Pop,Dewa 19,Ungkap semua rasa dihatimu:newline:Kuingin dengar nuranimu:newline:Hati kecilmu Adakah ragu:newline:Sepenggal asa masih tersisa:newline:Lupakan semua kisah indah semu:newline:Yang mungkin Tersisa dihatimu:newline::newline:Reff::newline:Masihkah ada ragu dihatimu:newline:Masihkah ada hati yang terbagi:newline:Masihkah ada terbersit hasrat 'tuk berlari:newline:Masihkah tersisa.....:newline::newline:Peluk erat diriku oh kasih:newline:Rasakanlah betapa dalam:newline:Cinta kasihku Padamu tak terlukiskan:newline:Kisah cinta yang kita lewati Yakinkanlah:newline:Itu hanya awal bahagia yang 'kan:newline:Kita reguk slamanya:newline::newline:Masihkah ada ragu dihatimu:newline:Masihkah ada hati yang terbagi:newline:Masihkah ada terbersit hasrat 'tuk berlari:newline::newline:Berjuta rasa bahagia Rengkuh kita berdua:newline:Takkan mungkin terpisah lagi....:newline:Back to Reff:,1074357,/Dewa-19-masihkah-ada-lyrics,/songs/1074357,https://images.genius.com/4318738070ad2f940f3bebb965131fc8.220x220x1.jpg
Tak Kan Ada Cinta Yang Lain,Dewa 19,1994,90an,Indonesian Pop,Dewa 19,[Verse 1]:newline:Haruskah kuulangi lagi:newline:Kata cintaku padamu:newline:Yakinkan dirimu:newline:Masihkah terlintas di dada:newline:Keraguanmu itu:newline:Susahkan hatimu:newline::newline:[Chorus]:newline:Tak akan ada cinta yang lain:newline:Pastikan cintaku hanya untukmu:newline:Pernahkah terbersit olehmu:newline:Akupun takut kehilangan dirimu:newline::newline:[Verse 2]:newline:Ingatkah satu bait kenangan:newline:Cerita cinta kita tak mungkin terlupa:newline:Buang semua angan mulukmu itu:newline:Percaya takdir kita:newline:Aku cinta padamu:newline::newline:[Chorus]:newline:Tak akan ada cinta yang lain:newline:Pastikan cintaku hanya untukmu:newline:Pernahkah terbersit olehmu:newline:Akupun takut kehilangan dirimu:newline::newline::newline::newline::newline:[Bridge]:newline:Akankah nanti terulang lagi:newline:Jalinan cinta semu:newline:Dengar bisikku:newline:Bukalah mata hatimu:newline::newline:[Instrumental]:newline::newline:[Chorus]:newline:Tak akan ada cinta yang lain:newline:Pastikan cintaku hanya untukmu:newline:Pernahkah terbersit olehmu:newline:Akupun takut kehilangan:newline::newline:Tak akan ada cinta yang lain:newline:Pastikan cintaku hanya untukmu:newline:Pernahkah terbersit olehmu:newline:Akupun takut kehilangan dirimu:newline::newline:[Instrumental/Outro],1256167,/Dewa-19-tak-kan-ada-cinta-yang-lain-lyrics,/songs/1256167,https://images.genius.com/4318738070ad2f940f3bebb965131fc8.220x220x1.jpg
Selamat Ulang Tahun,Dewa 19,1994,90an,Indonesian Pop,Dewa 19,"Dikeramaian waktu:newline:Rotasi hidupmu:newline:Pecahan emosi:newline:Tertuang kembali membias restunya:newline::newline:Seutas bahagiaku:newline:Cerminan tatanan cinta:newline:Seolah terisolasi:newline:Ditempurung janji Sangkar Bakti:newline::newline:Coda::newline:Sebait nada - nadaku Bercak cinta tulus suciku:newline:Kupersembahkan hanya untukmu:newline::newline:Reff::newline:Selamat ulang tahun:newline:Dandani hadirnya masa remaja:newline:Semoga panjang umur:newline:Beri arti jejak langkah mudamu:newline::newline:Petuah bijak tersedia:newline:Rangkum dalam jiwa:newline:Seberkas masa lalu:newline:Berita progresmu:newline:Kelopak masa depan:newline:Back to Coda, Reff:",1364300,/Dewa-19-selamat-ulang-tahun-lyrics,/songs/1364300,https://images.genius.com/4318738070ad2f940f3bebb965131fc8.220x220x1.jpg
Still I'm Sure We'll Love Again,Dewa 19,1994,90an,Indonesian Pop,Dewa 19,"There was a piano:newline:We use to play And spend the time:newline:'Til we found it was love:newline:Hidding inside us Can not separate us:newline::newline:There's a flame of love:newline:Searching in the dark It's there to guide us:newline:But through the days beyond the haze:newline:I can see you reaching out to hold me:newline::newline:Reff ::newline:Still I'm sure we'll love again:newline:It's a matter of time:newline:I will belong to you, You belong to me:newline:How can I convince you girl:newline:That I'm stuck on you Can't find another heart:newline:I love you more each day (I love you more each day...):newline::newline:Never though never cross my mind:newline:You gave everything You ask me just holding on:newline:If I could just walk away:newline:To love again with somebody new:newline::newline:Too many memories:newline:Release the passion inside And set them free:newline:But through the days beyond the haze:newline:I can see you reaching out to hold me:newline:Back to Reff :",922342,/Dewa-19-still-im-sure-well-love-again-lyrics,/songs/922342,https://images.genius.com/4318738070ad2f940f3bebb965131fc8.220x220x1.jpg
Format Masa Depan,Dewa 19,1994,90an,Indonesian Pop,Dewa 19,"Permisi kenangan masa lalu:newline:Beri kami jalan kami:newline:Kami hadir bawa inovasi:newline:Jangan rintangi kami lagi:newline::newline:Hembusan transformasi budaya:newline:Dan deras ombak globalisasi:newline:Menghantam nurani paling dalam:newline:Mendobrak satu birokrasi:newline:(Kebodohan... Kemiskinan...):newline::newline:Reff::newline:Kami kekuatan... Kekuatan masa mendatang:newline:Format masa depan, Filter globalisasi:newline:Alih teknologi...:newline:Kami orang muda... Yang kaya akan obsesi:newline:Mobilitas tinggi, Haus reformasi, Hakiki:newline::newline:Coda::newline:Bangunlah jiwanya:newline:Bangunlah raganya:newline:Kami semua terpasung:newline:Terpasung tikus birokrasi",1643665,/Dewa-19-format-masa-depan-lyrics,/songs/1643665,https://images.genius.com/4318738070ad2f940f3bebb965131fc8.220x220x1.jpg
Deasy,Dewa 19,1994,90an,Indonesian Pop,Dewa 19,"Dirimu merajai anganku:newline:Kemana kupergi terlintas bayanganmu:newline:Sesaat kucoba untuk tenang:newline:Semakin terasa aku tergila-gila:newline::newline:Coda ::newline:'Kan kukejar dan kukejar:newline:Kemanapun rasa itu pergi:newline:Takkan pernah kulepas:newline::newline:Reff ::newline:Deasy padamu kasih Kuserahkan cintaku:newline:Deasy untukmu sayang Kuberikan hidupku:newline:Deasy akupun slalu Ada disini untukmu:newline::newline:Kucumbu indah wangi tubuhmu:newline:Didalam lembutnya sentuhan jemarimu:newline:Nafasmu menyengat urat nadiku:newline:Yang tersesat diharumnya rambutmu:newline:Back to Coda & Reff ::newline::newline:Eratkan peluk sayang ditubuhku:newline:Rasakan manisnya setia ini Jalani hidup kita:newline:Lintasi badai didepan Bersama diriku:newline:Back to Reff ::newline::newline::newline::newline::newline:Sync ::newline:Bahagia 'kan datang menjelang:newline:Sirami kita berdua:newline:Nikmati cintaku slalu membara:newline:Peluk aku, cium aku, cumbu aku:newline:Dipuncak gairahku...",1164247,/Dewa-19-deasy-lyrics,/songs/1164247,https://images.genius.com/4318738070ad2f940f3bebb965131fc8.220x220x1.jpg
Imagi Cinta,Dewa 19,1994,90an,Indonesian Pop,Dewa 19,"Melangkah lagi Menelusuri cinta:newline:Yang kian tak tertanda:newline:Berjalan lagi Meraih asmaraku:newline:Menggapai gairahku... Oh...:newline::newline:Coda::newline:Kadang kutemui Obsesi, Batini:newline:Ambisi, Materi, Naluri, Insani:newline:Yang terukir dalam cerita...:newline:Imagi cinta:newline::newline:Reff::newline:Haruskah kubertahan:newline:(Haruskah kubertahan):newline:Dalam kisah asmara:newline:(Dalam kisah yang ada dalam asmara):newline:Haruskah kucari dan kucari lagi:newline::newline:Mencari - cari Disepi hati ini:newline:Cinta suci terpendam oh...:newline:Jatuh tersungkur Dipelukan sang dewi:newline:Tak berdaya lagi:newline:Back to Coda, Reff:",1663125,/Dewa-19-imagi-cinta-lyrics,/songs/1663125,https://images.genius.com/4318738070ad2f940f3bebb965131fc8.220x220x1.jpg
Mahameru,Dewa 19,1994,90an,Indonesian Pop,Dewa 19,Mendaki melintas bukit:newline:Berjalan letih menahan menahan berat beban:newline:Bertahan didalam dingin:newline:Berselimut kabut Ranu Kumbolo...:newline::newline:Menatap jalan setapak:newline:Bertanya - tanya sampai kapankah berakhir:newline:Mereguk nikmat coklat susu:newline:Menjalin persahabatan dalam hangatnya tenda:newline:Bersama sahabat mencari damai:newline:Mengasah pribadi mengukir cinta:newline::newline:Reff::newline:Mahameru berikan damainya:newline:Didalam beku Arcapada:newline:Mahameru sebuah legenda tersisa:newline:Puncak abadi para dewa:newline::newline:Masihkah terbersit asa:newline:Anak cucuku mencumbui pasirnya:newline:Disana nyalimu teruji:newline:Oleh ganas cengkraman hutan rimba:newline:Bersama sahabat mencari damai:newline:Mengasah pribadi mengukir cinta:newline:Back to Reff::newline::newline::newline::newline::newline:Bersama sahabat mencari damai:newline:Mengasah pribadi mengukir cinta:newline:Back to Reff::newline::newline:Mahameru berikan damainya:newline:Didalam beku Arcapada:newline:Mahameru sampaikan sejuk embun hati:newline:Mahameru basahi jiwaku yang kering:newline:Mahameru sadarkan angkuhnya manusia:newline:Puncak abadi para dewa...,1022742,/Dewa-19-mahameru-lyrics,/songs/1022742,https://images.genius.com/4318738070ad2f940f3bebb965131fc8.220x220x1.jpg
Hanya Satu,Dewa 19,1995,90an,Indonesian Pop,Dewa 19,"Hanya satu yang ada di alam ini:newline:Tlah tercipta di dunia untuknya:newline:Hanya satu... (Satu) Pasti hanya satu:newline:Mereka harusnya mengerti:newline::newline:Hanya satu... (Satu) Pasti satu... (Satu) Satu...:newline:Bukalah hati Peluklah ia:newline:Mungkin hanya satu yang sanggup memberinya:newline:Damai... (Damai) Jiwa... (Jiwa):newline::newline:Hanya satu... Yang terbaik untuk dia:newline:Hanya satu... Tak ada yang lain:newline::newline:Demi waktu yang kian bergulir cepat:newline:Jangan paksakan yang lain untuknya:newline:Mungkin suatu saat, Mungkin suatu saat:newline:Terbukti!! Dia memang untuknya:newline:Biarkan dia kembangkan sayap:newline:Terbang tinggi Mama:newline::newline:Reff 1::newline:Heyo.. Heyo.. Jangan sampai ia menghilang:newline:Heyo.. Heyo.. Pengertian yang ia butuhkan:newline:Heyo.. Heyo.. Ku hanya.. Dia hanya..:newline:Mereka hanya.. Bagian cerita:newline::newline::newline::newline::newline:Lepaskan hasratmu Relakan deminya:newline::newline:Reff 2::newline:Heyo.. Heyo.. Jangan sampai ia menghilang:newline:Heyo.. Heyo.. Pengertian yang ia cari:newline:Heyo.. Heyo.. Bahagia untuknya:newline:Heyo.. Heyo.. Dia 'kan kembali:newline:Untukmu.. Bersama.. Seperti.. Dulu.. Lagi...",1145639,/Dewa-19-hanya-satu-lyrics,/songs/1145639,https://images.genius.com/498dc6e7e571c29db6bf7aa49205b74b.600x600x1.jpg
Hitam Putih,Dewa 19,1995,90an,Indonesian Pop,Dewa 19,"Dibatas lelah:newline:Kuhentikan, langkah hidup ini:newline:Mungkin harusnya aku mengerti:newline:Semua adanya:newline:Bila... Kubayangkan warna hidupku:newline::newline:Reff::newline:Kulukis dunia hitam dan putih:newline:Yang hanya berselang:newline:Tawa... Tangis...:newline::newline:Ada saat:newline:Kutenggelam, dilumpur - lumpur:newline:Kupastikan, kuhempaskan:newline:Diriku dijalanan lurus:newline:Semua itu harus tertelan pahit dan manis:newline:Back to Reff::newline::newline:Aku memang manusia:newline:Yang takkan mungkin:newline:Harus selalu putih:newline:Akupun tak ingin:newline:Terlukis hitam lagi:newline:Biarlah hidup:newline:Berjalan lagi apa adanya:newline::newline::newline::newline::newline:Hitam... Putih...:newline:Pahit.... Manis...:newline:Tawa.... Tangis....:newline:Back to Reff:",1565738,/Dewa-19-hitam-putih-lyrics,/songs/1565738,https://images.genius.com/498dc6e7e571c29db6bf7aa49205b74b.600x600x1.jpg
Jangan Pernah Mencoba,Dewa 19,1995,90an,Indonesian Pop,Dewa 19,"Terhanyut si gadis belum 17:newline:Bermesra bersama seorang:newline:Katanya kekasihnya:newline:Tersingkap tak ada batas:newline:Norma agama dan sebagainya:newline:Miskin petuah - petuah orang tua:newline::newline:Coda::newline:Oh.. Oh.. Dengarlah kami:newline:Oh.. Oh.. Jangan dengarkan bisikan - bisikan:newline:Oh.. Oh.. Mohon hiraukan:newline:Oh.. Oh.. Jangan sampai hilang segalanya:newline::newline:Reff::newline:Hapuskan semua gairah yang ada:newline:Buang gejolak hasrat mencoba:newline:Belum pasti dia untukmu:newline:Jangan sampai ada airmata:newline:Dari lelaki yang pasti:newline:Mendampingimu untuk selamanya:newline::newline:Bukan masalah hidup disini:newline:Atau disana:newline:Jangan ada nilai yang bergeser:newline:Lepas dari jalurnya:newline:Coba tunggulah sejenak:newline:Sampai benar - benar kau mengerti:newline:Hai!!! Tenangkan hingga kau dapat yang kau cari:newline:Back to Coda, Reff::newline::newline::newline::newline::newline:Disini bukan disana:newline:Disana bukan disini:newline:Disini bukan disana:newline:Disana bukan disini:newline:Back to Reff::newline::newline:Jangan pernah mencoba hu... Hu...:newline:Jangan pernah mencoba hu... Hu...",1097074,/Dewa-19-jangan-pernah-mencoba-lyrics,/songs/1097074,https://images.genius.com/498dc6e7e571c29db6bf7aa49205b74b.600x600x1.jpg
Terbaik Terbaik,Dewa 19,1995,90an,Indonesian Pop,Dewa 19,"#:newline:Terbaik... Terbaik...:newline:Kupersembahkan untukmu yang terbaik:newline:Sebagus... Sebagus...:newline:Karya agung pujangga - pujangga dahulu:newline::newline:Coda::newline:Kutatapi wajah - wajah:newline:Yang memanggilku:newline:Berlari dan mencari disetiap haus jiwanya:newline::newline:Oh.. Kumengerti:newline:Dirimu sepi akan hangat dan cinta:newline:Yang 'kan kuberikan untukmu lagi:newline:Back to #, Coda::newline::newline:Terbaik... Terbagus...:newline:Terbaik... Terbagus...:newline:Back to #, Coda::newline::newline:Bila gerah datang:newline:Lepas semua kancing baju:newline:Dan rasakan yang terbaik:newline:Dariku darimu Untuk semua.....:newline:Back to # :",1107076,/Dewa-19-terbaik-terbaik-lyrics,/songs/1107076,https://images.genius.com/498dc6e7e571c29db6bf7aa49205b74b.600x600x1.jpg
Suara Alam,Dewa 19,1997,90an,Indonesian Pop,Dewa 19,Lelah kupahami Rasa yang belenggu hati:newline:Terus ku bertanya Arti hakiki semua ini:newline:Ku tak pernah berhenti Mencari jawaban pasti:newline:Rela kujalani Rela kuselami:newline:Bahkan kupanjati Terjal tebing dihati:newline::newline:Reff ::newline:Suara alam panggil jiwaku:newline:Ilhami jalan yang kutapaki:newline:Suara alam buka mataku:newline:Buka peliknya rahasia... yang tersimpan...:newline::newline:Kuberanikan diri Meski jatuh dan kuterhempas:newline:Samudra yang elok Menanti diarungi:newline:Pasti hadir Saat itu:newline:Apapun yang terjadi Pasti terlewati:newline:Pasti kusebrangi 'Tuk tambatkan perahu:newline:Back to Reff ::newline::newline:Aku dan dirimu Tenggelam dalam asa:newline:Dan tak ingin lari Tanggalkan rasa ini:newline:Cobalah entaskan Pastikan lepas atau terus:newline:Semoga perih terbang tinggi diawan:newline:Back to Reff ::newline::newline:Suara alam panggil jiwaku:newline:Ilhami jalan yang kutapaki:newline:Suara alam buka mata dan jelaskan pandang:newline:Buka peliknya rahasia... yang tersimpan...,880028,/Dewa-19-suara-alam-lyrics,/songs/880028,https://images.genius.com/510d51230eb2615ca0af778329accd53.1000x1000x1.jpg
Satu Sisi,Dewa 19,1997,90an,Indonesian Pop,Dewa 19,Sepi aku sendiri terjebak di rentan hari:newline:Takut menghalangi batasi gerak diri:newline:Akal sehatku mati agungkan yang tak pasti:newline:Mautpun membayangi tak sanggup kusembunyi:newline:Chorus:newline:Satu sisi telah terhapus sisakan perih:newline:Satu sisi telah terlahir memecah sunyi:newline:Asa yang menari menggeliat dibenakku:newline:Samar nur pun melambai memanggilku untuk kembali:newline:Satu sisi telah terhapus sisakan perih:newline:Satu sisi telah terlahir memecah sunyi:newline:Satu sisi melimpah berkah memeluk lelahku:newline:Satu sisi tak kan kulepas temani hariku:newline:Satu sisi telah terhapus sisakan perih yang dalam:newline:Satu sisi telah terlahir pecahkan sunyi yang panjang,1561576,/Dewa-19-satu-sisi-lyrics,/songs/1561576,https://images.genius.com/510d51230eb2615ca0af778329accd53.1000x1000x1.jpg
